"county_code","year","population","deaths","rate","deaths_per_100k","predicted_deaths_per_100k","excess_pct"
"01035",2021,2843,152,48.7,5346.46500175871,5069.96321761044,5.45372367175852
"01035",2022,2843,133,58,4678.15687653887,5155.23214928404,-9.25419571670367
"01035",2023,2843,155,59.4,5451.98733731973,5240.50108095765,4.03561134889484
"01035",2024,2843,129,59.4,4537.46042912416,5325.77001263126,-14.8017954518772
"01037",2021,2629,127,42,4830.73411943705,3656.64054753847,32.1085312224343
"01037",2022,2629,120,49.7,4564.47318372005,3428.25083482557,33.142917587951
"01037",2023,2629,125,50.2,4754.65956637505,3199.86112211266,48.5895601380303
"01037",2024,2629,116,50.2,4412.32407759604,2971.47140939976,48.4895349703983
"01039",2021,8095,505,41.1,6238.41877702285,5712.4311647538,9.20777156168542
"01039",2022,8095,477,47.2,5892.52625077208,5822.82687916051,1.19700229902117
"01039",2023,8095,449,47.7,5546.63372452131,5933.22259356719,-6.51566434512366
"01039",2024,8095,459,47.7,5670.16676961087,6043.61830797387,-6.17927075027673
"01041",2021,2729,178,36.7,6522.53572737266,5785.01481165504,12.7488163769563
"01041",2022,2729,162,42.7,5936.24038109197,5860.12578409477,1.29885602803605
"01041",2023,2729,153,43.2,5606.44924880909,5935.23675653446,-5.53958538155014
"01041",2024,2729,139,43.2,5093.44082081348,6010.34772897419,-15.2554718879334
"01043",2021,16141,883,40,5470.54085868286,5654.50366921071,-3.25338564248434
"01043",2022,16141,895,45.9,5544.88569481445,5800.37808365753,-4.40475405496289
"01043",2023,16141,897,46.5,5557.27650083638,5946.25249810441,-6.54153178648288
"01043",2024,16141,826,46.5,5117.4028870578,6092.12691255123,-15.9997327613984
"01045",2021,8733,495,52.8,5668.15527310203,4990.37999678074,13.5816366039963
"01045",2022,8733,465,58.8,5324.63071109584,5062.69989598851,5.17373773853113
"01045",2023,8733,434,59.6,4969.65533035612,5135.01979519628,-3.2203276995125
"01045",2024,8733,430,59.6,4923.85205542196,5207.33969440404,-5.44400126780137
"01047",2021,7053,411,49.4,5827.30752871119,5132.09304280415,13.5464123527889
"01047",2022,7053,336,60.2,4763.93024245002,5081.0549073025,-6.24131544803245
"01047",2023,7053,341,61,4834.8220615341,5030.01677180086,-3.8805976027964
"01047",2024,7053,343,61,4863.17878916773,4978.9786362992,-2.32577513563192
"01049",2021,12839,780,35.5,6075.23950463432,5402.39659458079,12.4545263990516
"01049",2022,12839,699,42.7,5444.34924838383,5532.76175091532,-1.59798137913426
"01049",2023,12839,602,43.2,4688.83869460238,5663.1269072498,-17.2040681518218
"01049",2024,12839,603,43.2,4696.62746319807,5793.49206358433,-18.9327022173851
"01051",2021,13411,776,47,5786.2948326001,5148.51052603297,12.3877440541732
"01051",2022,13411,708,58.7,5279.248378197,5236.20419235164,0.822049413356308
"01051",2023,13411,687,59.5,5122.66050257251,5323.89785867033,-3.77988762068542
"01051",2024,13411,678,59.5,5055.55141301916,5411.59152498899,-6.57921260918812
"01053",2021,6794,458,40.5,6741.24227259346,5631.81144197503,19.6993603576572
"01053",2022,6794,398,47.6,5858.11009714454,5740.5221937708,2.04838339448178
"01053",2023,6794,354,48.3,5210.47983514866,5849.23294556656,-10.9202884611057
"01053",2024,6794,329,48.3,4842.50809537828,5957.94369736232,-18.721821800328
"01055",2021,20061,1262,43.3,6290.81302028812,5568.29253173947,12.9756201641753
"01055",2022,20061,1195,50.4,5956.83166342655,5618.50578053259,6.02163450763392
"01055",2023,20061,1049,50.9,5229.05139325059,5668.71902932572,-7.75603154435099
"01055",2024,20061,1039,50.9,5179.2034295399,5718.93227811885,-9.43758069393478
"01057",2021,3575,222,35.3,6209.79020979021,4839.93396824307,28.3032010464474
"01057",2022,3575,214,41.7,5986.01398601399,4779.44123116635,25.2450589198519
"01057",2023,3575,185,42.1,5174.82517482518,4718.94849408961,9.66055639951452
"01057",2024,3575,190,42.1,5314.68531468531,4658.45575701288,14.0868474855544
"01059",2021,5444,346,46.7,6355.62086700955,5720.23260517203,11.1077346970651
"01059",2022,5444,316,54.6,5804.55547391624,5868.82956249767,-1.09517729041159
"01059",2023,5444,308,55.3,5657.60470242469,6017.42651982332,-5.97966283781386
"01059",2024,5444,293,55.3,5382.07200587803,6166.02347714896,-12.7140526495922
"01061",2021,5604,368,40,6566.7380442541,5618.31476164892,16.8809211096396
"01061",2022,5604,307,49.6,5478.22983583155,5731.06449885858,-4.41165272310913
"01061",2023,5604,325,49.9,5799.4289793005,5843.81423606828,-0.759525456744251
"01061",2024,5604,268,49.9,4782.29835831549,5956.56397327795,-19.7138085015186
"01063",2021,1950,98,55.4,5025.64102564103,4419.558013849,13.7136566573584
"01063",2022,1950,82,65.2,4205.12820512821,4385.63912671541,-4.11595474163871
"01063",2023,1950,88,65.9,4512.82051282051,4351.7202395818,3.70199057773514
"01063",2024,1950,74,65.9,3794.87179487179,4317.80135244821,-12.1110147246563
"01065",2021,2960,172,62.5,5810.81081081081,5704.47893388325,1.86400682972069
"01065",2022,2960,160,74,5405.40540540541,5921.60280902695,-8.71719060310244
"01065",2023,2960,130,74.7,4391.89189189189,6138.7266841706,-28.4559792633075
"01065",2024,2960,123,74.7,4155.4054054054,6355.85055931425,-34.6207818036907
"01067",2021,4067,196,47.3,4819.27710843374,4647.0685869868,3.70574520740168
"01067",2022,4067,195,55.5,4794.68895992132,4693.2801862435,2.16072277071923
"01067",2023,4067,190,56,4671.74821735923,4739.49178550021,-1.42934245288139
"01067",2024,4067,168,56,4130.80895008606,4785.70338475693,-13.684392491954
"01069",2021,19910,1097,44.2,5509.79407332998,5016.52169988913,9.83295603907704
"01069",2022,19910,1024,52.7,5143.14414866901,5113.02489350233,0.589069206468373
"01069",2023,19910,951,53.3,4776.49422400804,5209.52808711556,-8.3123433805553
"01069",2024,19910,957,53.3,4806.62983425414,5306.03128072876,-9.41195820477753
"01071",2021,10897,680,50.7,6240.2496099844,5408.1039614153,15.3870127960952
"01071",2022,10897,612,61.4,5616.22464898596,5479.69149704321,2.49162114357022
"01071",2023,10897,565,62.2,5184.9132788841,5551.27903267113,-6.59966381856947
"01071",2024,10897,568,62.2,5212.44379186932,5622.86656829901,-7.29917332101741
"01073",2021,109511,6082,61,5553.77998557223,5089.07498056274,9.1314238203285
"01073",2022,109511,5589,73.8,5103.59689894166,5124.40027325423,-0.405967004981027
"01073",2023,109511,5242,75.2,4786.73375277369,5159.72556594573,-7.22890797979233
"01073",2024,109511,4800,75.2,4383.12133027732,5195.05085863723,-15.6289043255467
"01075",2021,3099,171,43.8,5517.90900290416,5406.03618334743,2.06940567474079
"01075",2022,3099,175,52,5646.98289770894,5532.45721642807,2.07006899105875
"01075",2023,3099,153,52.9,4937.07647628267,5658.87824950871,-12.755209449659
"01075",2024,3099,140,52.9,4517.58631816715,5785.29928258935,-21.9126600457358
"01077",2021,19471,973,50.1,4997.17528632325,4912.41204596574,1.72549125692986
"01077",2022,19471,956,58.7,4909.86595449643,4955.24416324461,-0.91576130768237
"01077",2023,19471,942,59.5,4837.96415181552,4998.07628052347,-3.20347509164427
"01077",2024,19471,934,59.5,4796.87740742643,5040.90839780234,-4.84101219697429
"01079",2021,6325,390,48.4,6166.00790513834,5301.23728648137,16.3126185817454
"01079",2022,6325,342,56.1,5407.11462450593,5440.12413396768,-0.606778607415233
"01079",2023,6325,310,56.5,4901.18577075099,5579.01098145399,-12.1495586396274
"01079",2024,6325,316,56.5,4996.04743083004,5717.8978289403,-12.6244018292304
"01081",2021,21587,996,39.2,4613.88798814101,4187.9333680583,10.170998023309
"01081",2022,21587,980,49.5,4539.76930560059,4212.95766546038,7.75729703670068
"01081",2023,21587,968,50.4,4484.18029369528,4237.98196286245,5.80932936926744
"01081",2024,21587,886,50.4,4104.32204567564,4263.00626026453,-3.72235471638838
"01083",2021,16088,788,36.4,4898.06066633516,4686.5911132844,4.51222536677734
"01083",2022,16088,771,47.7,4792.39184485331,4836.04689622001,-0.902701158684492
"01083",2023,16088,787,48.4,4891.84485330681,4985.50267915562,-1.878603460397
"01083",2024,16088,746,48.4,4636.9965191447,5134.95846209122,-9.69748726543197
"01085",2021,1957,115,54.4,5876.34133878385,6226.00799500861,-5.61622562169985
"01085",2022,1957,127,66.8,6489.52478283086,6605.52282170905,-1.75607657424114
"01085",2023,1957,124,67.8,6336.22892181911,6985.03764840961,-9.28855017321515
"01085",2024,1957,95,67.8,4854.36893203883,7364.55247511005,-34.0846718324687
"01087",2021,3803,174,50.7,4575.33526163555,5601.78898093832,-18.3236770038209
"01087",2022,3803,169,61.9,4443.86011043913,5809.94526137173,-23.5128747256058
"01087",2023,3803,145,63.3,3812.77938469629,6018.1015418052,-36.6448146776765
"01087",2024,3803,140,63.3,3681.30423349987,6226.25782223867,-40.8745294749737
"01089",2021,59238,2811,61.8,4745.26486376988,4365.4036020449,8.7016298228883
"01089",2022,59238,2821,78.9,4762.14591984875,4373.41207173388,8.88857125143371
"01089",2023,59238,2754,80.3,4649.04284412033,4381.42054142286,6.10811722288047
"01089",2024,59238,2664,80.3,4497.11333941051,4389.42901111184,2.45326506081031
"01091",2021,3866,255,59.2,6595.96482152095,6187.80653231713,6.59617082518862
"01091",2022,3866,201,68.3,5199.17227108122,6420.6136017543,-19.0237476732652
"01091",2023,3866,213,69,5509.57061562338,6653.42067119147,-17.1919094266927
"01091",2024,3866,179,69,4630.10863942059,6886.2277406287,-32.7627721037604
"01093",2021,6424,369,37.5,5744.08468244085,5570.60303807497,3.11423454839863
"01093",2022,6424,314,43.4,4887.9202988792,5696.84934510457,-14.199586424389
"01093",2023,6424,355,43.8,5526.15193026152,5823.09565213413,-5.09941343250616
"01093",2024,6424,333,43.8,5183.68617683686,5949.34195916372,-12.869587722177
"01095",2021,16922,965,47.4,5702.63562226687,5608.2754187973,1.68251728781543
"01095",2022,16922,939,56.8,5548.9894811488,5721.78249533402,-3.01991580990933
"01095",2023,16922,907,57.5,5359.88653823425,5835.28957187073,-8.1470341408279
"01095",2024,16922,913,57.5,5395.34334003073,5948.79664840744,-9.3036178758082
"01097",2021,70526,3920,50.6,5558.2338428381,4888.75326986279,13.6943006942566
"01097",2022,70526,3465,62.2,4913.08170036582,4956.40771195662,-0.874141396525554
"01097",2023,70526,3351,63.3,4751.43918554859,5024.06215405045,-5.42634545796905
"01097",2024,70526,3128,63.3,4435.24373989734,5091.71659614428,-12.8929574898975
"01099",2021,4448,257,48.3,5777.87769784173,4818.12022490414,19.9197493656706
"01099",2022,4448,217,55.7,4878.59712230216,4866.261311387,0.253496681041156
"01099",2023,4448,202,56.5,4541.36690647482,4914.40239786987,-7.59065825697828
"01099",2024,4448,197,56.5,4428.95683453237,4962.54348435273,-10.7522815971849
"01101",2021,35947,1775,55.7,4937.82513144351,4710.16405555507,4.83340013645484
"01101",2022,35947,1628,67.9,4528.88975436059,4760.86030084649,-4.87245018394374
"01101",2023,35947,1572,69.1,4373.10484880519,4811.55654613792,-9.11247105023968
"01101",2024,35947,1437,69.1,3997.55195148413,4862.25279142933,-17.7839548258249
"01103",2021,21897,1160,44.3,5297.52934191898,5316.6807182403,-0.360213022678064
"01103",2022,21897,1152,52.4,5260.9946568023,5420.2292584953,-2.93778351613856
"01103",2023,21897,1096,53,5005.25186098552,5523.77779875026,-9.3871614075797
"01103",2024,21897,1016,53,4639.9050098187,5627.32633900523,-17.5469000676631
"01105",2021,1814,112,50.6,6174.2006615215,5634.55787951167,9.57737578616539
"01105",2022,1814,87,59.6,4796.03087100331,5825.38987291447,-17.6702164896677
"01105",2023,1814,105,60.3,5788.31312017641,6016.22186631733,-3.78823705649721
"01105",2024,1814,74,60.3,4079.38257993385,6207.05385972018,-34.2782796455749
"01107",2021,3927,256,51.5,6518.97122485358,5718.27302621806,14.002447853825
"01107",2022,3927,182,63.1,4634.58110516934,5916.52069796924,-21.6671192114634
"01107",2023,3927,197,64.7,5016.5520753756,6114.76836972049,-17.9600637005828
"01107",2024,3927,176,64.7,4481.79271708684,6313.01604147174,-29.0071070999211
"01109",2021,5194,315,43.2,6064.69002695418,5272.98384263914,15.0143866915168
"01109",2022,5194,268,52.4,5159.79976896419,5488.66366380302,-5.99169333343635
"01109",2023,5194,246,53.4,4736.23411628802,5704.34348496684,-16.9714423970113
"01109",2024,5194,248,53.4,4774.74008471313,5920.02330613072,-19.3459241998515
"01111",2021,4892,255,35.1,5212.59198691742,5035.52950705169,3.51626337642892
"01111",2022,4892,242,41.2,4946.85200327065,5042.94122714425,-1.90542026062861
"01111",2023,4892,252,41.8,5151.26737530662,5050.35294723681,1.99816585343861
"01111",2024,4892,248,41.8,5069.50122649223,5057.76466732937,0.232050321334227
"01113",2021,8779,538,41.4,6128.26062193872,5172.75859177716,18.4718078991828
"01113",2022,8779,476,57.4,5422.02984394578,5117.47623701188,5.95124613830596
"01113",2023,8779,476,58.7,5422.02984394578,5062.19388224662,7.10830067100205
"01113",2024,8779,415,58.7,4727.18988495273,5006.91152748134,-5.58671031020434
"01115",2021,15895,898,41.1,5649.57533815665,5071.39352905718,11.4008468439041
"01115",2022,15895,858,47.6,5397.92387543253,5164.04535307354,4.52897885995108
"01115",2023,15895,821,48.1,5165.14627241271,5256.6971770899,-1.74160507240537
"01115",2024,15895,805,48.1,5064.48568732306,5349.34900110628,-5.32519590186232
"01117",2021,36343,1424,38.6,3918.2235918884,3718.64469356471,5.36697949844647
"01117",2022,36343,1411,45.9,3882.45329224335,3780.38729074367,2.69988214566225
"01117",2023,36343,1380,46.6,3797.15488539746,3842.12988792265,-1.17057475507437
"01117",2024,36343,1274,46.6,3505.48936521476,3903.87248510162,-10.2048189690419
"01119",2021,2426,96,56.6,3957.13107996702,5687.43186159828,-30.4232353676938
"01119",2022,2426,105,70.1,4328.11211871393,5948.05689617596,-27.2348567900132
"01119",2023,2426,97,71.3,3998.35119538335,6208.68193075352,-35.6006437440726
"01119",2024,2426,96,71.3,3957.13107996702,6469.30696533108,-38.832225751951
"01121",2021,15103,874,38.9,5786.92974905648,5241.82596831393,10.3991201546487
"01121",2022,15103,824,45.3,5455.86969476263,5299.91803623771,2.94252962892288
"01121",2023,15103,717,45.8,4747.40117857379,5358.0101041615,-11.3961883930277
"01121",2024,15103,760,45.8,5032.1128252665,5416.10217208527,-7.08977295143841
"01123",2021,9154,548,40.5,5986.45400917632,5202.13072952293,15.0769621225053
"01123",2022,9154,484,46.5,5287.30609569587,5328.58778390381,-0.774720993292908
"01123",2023,9154,433,47.1,4730.17260214114,5455.04483828472,-13.2881077540604
"01123",2024,9154,436,47.1,4762.94516058554,5581.5018926656,-14.6655281646629
"01125",2021,29766,1553,44.9,5217.36209097628,4777.40667056832,9.20908456712192
"01125",2022,29766,1463,54.1,4915.0036954915,4796.62368620901,2.46798617166596
"01125",2023,29766,1363,54.9,4579.04992273063,4815.84070184969,-4.91691469421142
"01125",2024,29766,1372,54.9,4609.28576227911,4835.05771749038,-4.66947797530029
"01127",2021,12720,855,49.7,6721.69811320755,6649.78847072279,1.08138240488931
"01127",2022,12720,765,57.5,6014.15094339623,6841.821059882,-12.0972195741706
"01127",2023,12720,758,58.1,5959.11949685535,7033.85364904127,-15.27945001148
"01127",2024,12720,741,58.1,5825.47169811321,7225.88623820047,-19.3805229410313
"01129",2021,3279,176,49.4,5367.4900884416,4095.08407657524,31.0715479358482
"01129",2022,3279,162,56.8,4940.53064958829,3953.50598686287,24.9658067043582
"01129",2023,3279,163,57.4,4971.02775236353,3811.92789715051,30.4071820476841
"01129",2024,3279,164,57.4,5001.52485513876,3670.34980743815,36.2683427340609
"01131",2021,2145,114,58.2,5314.68531468531,5263.39355982089,0.974499707868475
"01131",2022,2145,98,68.5,4568.76456876457,5402.46372590167,-15.4318325755711
"01131",2023,2145,110,69.1,5128.20512820513,5541.53389198246,-7.45874286495544
"01131",2024,2145,96,69.1,4475.52447552448,5680.60405806324,-21.2139337686849
"01133",2021,5310,317,23.4,5969.868173258,5068.38988359389,17.786285395726
"01133",2022,5310,305,26.8,5743.87947269303,5166.27654808963,11.1802556295013
"01133",2023,5310,251,27.1,4726.93032015066,5264.16321258538,-10.2054756043719
"01133",2024,5310,252,27.1,4745.76271186441,5362.04987708115,-11.4934993024016
"02020",2021,35114,1404,61.9,3998.40519450931,3484.4357742655,14.7504346052169
"02020",2022,35114,1351,78.3,3847.46824628353,3528.84380469899,9.02914549973179
"02020",2023,35114,1289,80.1,3670.90049552885,3573.25183513248,2.73276737553947
"02020",2024,35114,1256,80.1,3576.92088625619,3617.65986556596,-1.12611414073319
"02050",2021,1510,80,61.1,5298.01324503311,3980.70613079119,33.0922974708534
"02050",2022,1510,72,73.1,4768.2119205298,3925.5090605888,21.4673523085591
"02050",2023,1510,62,74.5,4105.96026490066,3870.31199038641,6.08861185092009
"02050",2024,1510,33,74.5,2185.43046357616,3815.11492018402,-42.716523373541
"02070",2021,525,26,47.2,4952.38095238095,3771.93687045245,31.2954358058199
"02070",2022,525,21,58.7,4000,3648.66644205322,9.62909500022906
"02070",2023,525,14,59.6,2666.66666666667,3525.39601365401,-24.3583797014987
"02070",2024,525,11,59.6,2095.23809523809,3402.12558525478,-38.4138520835589
"02090",2021,11227,418,53.4,3723.16736438942,2635.29879643233,41.2806536180964
"02090",2022,11227,388,70.3,3455.95439565334,2549.45000844594,35.5568606642327
"02090",2023,11227,376,71.6,3349.0692081589,2463.60122045956,35.9420177399558
"02090",2024,11227,348,71.6,3099.67043733856,2377.75243247318,30.36136121684
"02105",2021,537,22,68.9,4096.83426443203,2170.1142665912,88.7842648427587
"02105",2023,537,12,77.3,2234.63687150838,1812.98623911827,23.2572439488111
"02105",2024,537,10,77.3,1862.19739292365,1634.42222538177,13.9361276422116
"02110",2021,4720,136,70.4,2881.35593220339,2407.71399470433,19.6718521610463
"02110",2022,4720,156,85.9,3305.08474576271,2289.79084023531,44.3400282544178
"02110",2023,4720,143,87.7,3029.66101694915,2171.86768576628,39.4956532943777
"02110",2024,4720,117,87.7,2478.81355932203,2053.94453129725,20.6855161641798
"02122",2021,11420,409,44.6,3581.43607705779,2746.55189847693,30.3975387846791
"02122",2022,11420,403,54.9,3528.89667250438,2656.90477199701,32.8198402027014
"02122",2023,11420,341,55.9,2985.98949211909,2567.25764551712,16.3104722789762
"02122",2024,11420,346,55.9,3029.77232924694,2477.6105190372,22.2860617505088
"02130",2021,2355,84,61,3566.87898089172,3320.99136651585,7.40404256557409
"02130",2022,2355,75,73.4,3184.71337579618,3347.77529880119,-4.87075470875833
"02130",2023,2355,85,74.5,3609.34182590234,3374.55923108653,6.95742995568071
"02130",2024,2355,86,74.5,3651.80467091295,3401.34316337187,7.36360594950343
"02150",2021,1609,65,61.2,4039.77625854568,3240.00435262173,24.6842849231604
"02150",2022,1609,43,73.9,2672.46737103791,3407.01070835104,-21.5597601590351
"02150",2023,1609,66,74.9,4101.92666252331,3574.01706408034,14.7707632330179
"02150",2024,1609,46,74.9,2858.91858297079,3741.02341980964,-23.5792385625787
"02170",2021,14446,640,36.1,4430.29212238682,3064.26465890105,44.5792911365452
"02170",2022,14446,579,47.3,4008.02990447183,3026.50105357142,32.4311418871686
"02170",2023,14446,558,48.3,3862.66094420601,2988.73744824179,29.2405576300562
"02170",2024,14446,534,48.3,3696.5249896165,2950.97384291215,25.2645799790828
"02180",2021,842,40,63.2,4750.59382422803,4761.14226677555,-0.22155276940863
"02180",2022,842,38,74.9,4513.06413301663,4703.06746594761,-4.03998739772907
"02180",2023,842,36,76.1,4275.53444180523,4644.99266511967,-7.95390326638823
"02180",2024,842,40,76.1,4750.59382422803,4586.91786429174,3.56832114240532
"02185",2021,723,32,35.9,4426.00276625173,2957.21713028068,49.6678319941843
"02185",2022,723,27,43,3734.4398340249,2545.89083666983,46.6849945109883
"02185",2023,723,31,43.7,4287.69017980636,2134.56454305898,100.869549423968
"02185",2024,723,31,43.7,4287.69017980636,1723.23824944813,148.815866359716
"02188",2021,594,37,53.3,6228.95622895623,5728.98690322414,8.72701114835361
"02188",2022,594,36,67,6060.60606060606,6086.77487387438,-0.429929047986376
"02188",2023,594,32,68.2,5387.20538720539,6444.56284452463,-16.4069694536004
"02188",2024,594,34,68.2,5723.90572390572,6802.35081517487,-15.8540057778749
"02195",2021,666,21,69.7,3153.15315315315,2526.45134233893,24.8056156994513
"02195",2022,666,28,84,4204.2042042042,2279.88909766305,84.4038908959928
"02195",2023,666,21,85.7,3153.15315315315,2033.32685298711,55.073600120951
"02195",2024,666,22,85.7,3303.3033033033,1786.76460831123,84.8762443546176
"02198",2021,1192,65,53.3,5453.02013422819,2396.3522351287,127.555033616973
"02198",2022,1192,47,59.4,3942.95302013423,2139.92598957656,84.2565135121542
"02198",2023,1192,42,60.3,3523.48993288591,1883.49974402436,87.0714314703052
"02198",2024,1192,24,60.3,2013.42281879195,1627.07349847222,23.7450441349143
"02220",2021,1436,48,70.7,3342.61838440111,2823.21557434776,18.3975610921368
"02220",2022,1436,59,85.9,4108.63509749304,2676.15546912805,53.5275190432686
"02220",2023,1436,55,88,3830.08356545961,2529.09536390833,51.44085193928
"02220",2024,1436,37,88,2576.60167130919,2382.03525868856,8.1680744191736
"02240",2021,1112,45,31.3,4046.76258992806,3753.71608672863,7.80683718290529
"02240",2022,1112,29,47.2,2607.91366906475,3801.28819189208,-31.3939502238406
"02240",2023,1112,44,47.8,3956.8345323741,3848.86029705551,2.80535605309438
"02240",2024,1112,47,47.8,4226.61870503597,3896.43240221895,8.47406726802143
"02261",2021,1328,42,55.2,3162.65060240964,1974.06117991824,60.2103640243121
"02261",2022,1328,42,69.6,3162.65060240964,1665.29817410337,89.914974482721
"02261",2023,1328,43,70.6,3237.95180722892,1356.53516828851,138.692802289389
"02261",2024,1328,38,70.6,2861.44578313253,1047.77216247353,173.098091895987
"02275",2021,650,23,53.2,3538.46153846154,1581.24545701453,123.776866694834
"02275",2022,650,22,62.8,3384.61538461538,1172.13819836476,188.755659472342
"02275",2023,650,24,64,3692.30769230769,763.030939714867,383.900127783475
"02275",2024,650,17,64,2615.38461538462,353.923681065091,638.968527766757
"02290",2021,847,36,65.1,4250.29515938607,3942.92545464792,7.79547339338665
"02290",2022,847,40,84.7,4722.55017709563,4072.84655649844,15.9520770445074
